track_id,album_id,album_title,album_url,artist_id,artist_name,artist_url,artist_website,license_image_file,license_image_file_large,license_parent_id,license_title,license_url,tags,track_bit_rate,track_comments,track_composer,track_copyright_c,track_copyright_p,track_date_created,track_date_recorded,track_disc_number,track_duration,track_explicit,track_explicit_notes,track_favorites,track_file,track_genres,track_image_file,track_information,track_instrumental,track_interest,track_language_code,track_listens,track_lyricist,track_number,track_publisher,track_title,track_url
11,969,Live at WFMU on Michael Goodstein's Show on 9/27/2008,http://freemusicarchive.org/music/Ai_Aso/Live_at_WFMU_on_Michael_Goodsteins_Show_on_9272008/,390,Ai Aso,http://freemusicarchive.org/music/Ai_Aso/,,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,[],256000,0,,,,2008,9/19/2008,1,354,,,1,music/WFMU/Ai_Aso/Live_at_WFMU_on_Michael_Goodsteins_Show_on_9272008/Ai_Aso_-_02_-_Tee_Te_Te.mp3,"[{'genre_id': '17', 'genre_title': 'Folk', 'genre_url': 'http://freemusicarchive.org/genre/Folk/'}]",https://freemusicarchive.org/file/images/artists/Ai_Aso_-_2009113014358706.jpg,,0,2354,en,1178,,2,,Tee Te Te,http://freemusicarchive.org/music/Ai_Aso/Live_at_WFMU_on_Michael_Goodsteins_Show_on_9272008/Tee_Te_Te
12,969,Live at WFMU on Michael Goodstein's Show on 9/27/2008,http://freemusicarchive.org/music/Ai_Aso/Live_at_WFMU_on_Michael_Goodsteins_Show_on_9272008/,390,Ai Aso,http://freemusicarchive.org/music/Ai_Aso/,,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,[],256000,0,,,,2008,9/19/2008,1,171,,,0,music/WFMU/Ai_Aso/Live_at_WFMU_on_Michael_Goodsteins_Show_on_9272008/Ai_Aso_-_03_-_Lavender.mp3,"[{'genre_id': '17', 'genre_title': 'Folk', 'genre_url': 'http://freemusicarchive.org/genre/Folk/'}]",https://freemusicarchive.org/file/images/artists/Ai_Aso_-_2009113014358706.jpg,,0,1880,en,598,,3,,Lavender,http://freemusicarchive.org/music/Ai_Aso/Live_at_WFMU_on_Michael_Goodsteins_Show_on_9272008/Lavender
13,969,Live at WFMU on Michael Goodstein's Show on 9/27/2008,http://freemusicarchive.org/music/Ai_Aso/Live_at_WFMU_on_Michael_Goodsteins_Show_on_9272008/,390,Ai Aso,http://freemusicarchive.org/music/Ai_Aso/,,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,[],256000,0,,,,2008,9/19/2008,1,248,,,0,music/WFMU/Ai_Aso/Live_at_WFMU_on_Michael_Goodsteins_Show_on_9272008/Ai_Aso_-_04_-_Land.mp3,"[{'genre_id': '17', 'genre_title': 'Folk', 'genre_url': 'http://freemusicarchive.org/genre/Folk/'}]",https://freemusicarchive.org/file/images/artists/Ai_Aso_-_2009113014358706.jpg,,0,1888,en,550,,4,,Land,http://freemusicarchive.org/music/Ai_Aso/Live_at_WFMU_on_Michael_Goodsteins_Show_on_9272008/Land
14,969,Live at WFMU on Michael Goodstein's Show on 9/27/2008,http://freemusicarchive.org/music/Ai_Aso/Live_at_WFMU_on_Michael_Goodsteins_Show_on_9272008/,390,Ai Aso,http://freemusicarchive.org/music/Ai_Aso/,,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,[],256000,0,,,,2008,9/19/2008,1,1032,,,1,music/WFMU/Ai_Aso/Live_at_WFMU_on_Michael_Goodsteins_Show_on_9272008/Ai_Aso_-_66_-_Live_on_WFMU_full_set.mp3,"[{'genre_id': '17', 'genre_title': 'Folk', 'genre_url': 'http://freemusicarchive.org/genre/Folk/'}]",https://freemusicarchive.org/file/images/artists/Ai_Aso_-_2009113014358706.jpg,,0,1413,en,200,,66,,Live on WFMU (full set),http://freemusicarchive.org/music/Ai_Aso/Live_at_WFMU_on_Michael_Goodsteins_Show_on_9272008/Live_on_WFMU_full_set_1_1629
15,59,Live at LACE,http://freemusicarchive.org/music/Airway/Live_at_LACE/,53,Airway,http://freemusicarchive.org/music/Airway/,http://www.lafms.com/,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,['lafms'],256000,0,,,,11/26/2008 01:43:42 AM,4/27/1978,1,1233,,,2,music/WFMU/Airway/Live_at_LACE/Airway_-_01_-_Side_A.mp3,"[{'genre_id': '1', 'genre_title': 'Avant-Garde', 'genre_url': 'http://freemusicarchive.org/genre/Avant-Garde/'}, {'genre_id': '32', 'genre_title': 'Noise', 'genre_url': 'http://freemusicarchive.org/genre/Noise/'}]",https://freemusicarchive.org/file/images/albums/Airway_-_Live_at_LACE_-_2009113011749812.jpg,"<p>Recorded live in downtown Los Angeles at the Lace Gallery, April 27, 1978.</p>",1,2559,en,1278,,1,,Side A,http://freemusicarchive.org/music/Airway/Live_at_LACE/Side_A
16,59,Live at LACE,http://freemusicarchive.org/music/Airway/Live_at_LACE/,53,Airway,http://freemusicarchive.org/music/Airway/,http://www.lafms.com/,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,['lafms'],256000,0,,,,11/26/2008 01:43:56 AM,4/27/1978,1,1231,,,2,music/WFMU/Airway/Live_at_LACE/Airway_-_02_-_Side_B.mp3,"[{'genre_id': '1', 'genre_title': 'Avant-Garde', 'genre_url': 'http://freemusicarchive.org/genre/Avant-Garde/'}, {'genre_id': '32', 'genre_title': 'Noise', 'genre_url': 'http://freemusicarchive.org/genre/Noise/'}]",https://freemusicarchive.org/file/images/albums/Airway_-_Live_at_LACE_-_2009113011749812.jpg,"<p>Recorded live in downtown Los Angeles at the Lace Gallery, April 27, 1978.</p>",1,1909,en,489,,2,,Side B,http://freemusicarchive.org/music/Airway/Live_at_LACE/Side_B
17,64,Amoebiasis,http://freemusicarchive.org/music/Amoebic_Ensemble/Amoebiasis/,56,Amoebic Ensemble,http://freemusicarchive.org/music/Amoebic_Ensemble/,http://www.myspace.com/amoebicensemble,http://i.creativecommons.org/l/by-nc-nd/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-nd.png,6,Attribution-Noncommercial-No Derivative Works 3.0 United States,http://creativecommons.org/licenses/by-nc-nd/3.0/us/,[],256000,0,,,,11/26/2008 01:44:15 AM,11/26/1998,1,82,,,1,music/WFMU/Amoebic_Ensemble/Amoebiasis/Amoebic_Ensemble_-_01_-_Wire_Up.mp3,"[{'genre_id': '4', 'genre_title': 'Jazz', 'genre_url': 'http://freemusicarchive.org/genre/Jazz/'}]",https://freemusicarchive.org/file/images/albums/Amoebic_Ensemble_-_Amoebiasis_-_2009113011815218.jpg,,0,1146,en,1143,,1,,Wire Up,http://freemusicarchive.org/music/Amoebic_Ensemble/Amoebiasis/Wire_Up
18,64,Amoebiasis,http://freemusicarchive.org/music/Amoebic_Ensemble/Amoebiasis/,56,Amoebic Ensemble,http://freemusicarchive.org/music/Amoebic_Ensemble/,http://www.myspace.com/amoebicensemble,http://i.creativecommons.org/l/by-nc-nd/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-nd.png,6,Attribution-Noncommercial-No Derivative Works 3.0 United States,http://creativecommons.org/licenses/by-nc-nd/3.0/us/,[],256000,0,,,,11/26/2008 01:44:18 AM,11/26/1998,1,326,,,1,music/WFMU/Amoebic_Ensemble/Amoebiasis/Amoebic_Ensemble_-_03_-_Amoebiasis.mp3,"[{'genre_id': '4', 'genre_title': 'Jazz', 'genre_url': 'http://freemusicarchive.org/genre/Jazz/'}]",https://freemusicarchive.org/file/images/albums/Amoebic_Ensemble_-_Amoebiasis_-_2009113011815218.jpg,,0,968,en,883,,3,,Amoebiasis,http://freemusicarchive.org/music/Amoebic_Ensemble/Amoebiasis/Amoebiasis
19,65,Limbic Rage,http://freemusicarchive.org/music/Amoebic_Ensemble/Limbic_Rage/,56,Amoebic Ensemble,http://freemusicarchive.org/music/Amoebic_Ensemble/,http://www.myspace.com/amoebicensemble,http://i.creativecommons.org/l/by-nc-nd/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-nd.png,6,Attribution-Noncommercial-No Derivative Works 3.0 United States,http://creativecommons.org/licenses/by-nc-nd/3.0/us/,[],256000,0,,,,11/26/2008 01:44:21 AM,11/26/1995,1,354,,,5,music/WFMU/Amoebic_Ensemble/Limbic_Rage/Amoebic_Ensemble_-_06_-_Gimme_a_Buck_or_Ill_Touch_You__Boilermaker.mp3,"[{'genre_id': '4', 'genre_title': 'Jazz', 'genre_url': 'http://freemusicarchive.org/genre/Jazz/'}]",https://freemusicarchive.org/file/images/albums/Amoebic_Ensemble_-_Limbic_Rage_-_2009113011816264.jpg,,0,855,en,690,,6,,Gimme a Buck or I'll Touch You / Boilermaker,http://freemusicarchive.org/music/Amoebic_Ensemble/Limbic_Rage/Gimme_a_Buck_or_Ill_Touch_You__Boilermaker
20,65,Limbic Rage,http://freemusicarchive.org/music/Amoebic_Ensemble/Limbic_Rage/,56,Amoebic Ensemble,http://freemusicarchive.org/music/Amoebic_Ensemble/,http://www.myspace.com/amoebicensemble,http://i.creativecommons.org/l/by-nc-nd/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-nd.png,6,Attribution-Noncommercial-No Derivative Works 3.0 United States,http://creativecommons.org/licenses/by-nc-nd/3.0/us/,[],256000,0,,,,11/26/2008 01:44:25 AM,11/26/1995,1,232,,,2,music/WFMU/Amoebic_Ensemble/Limbic_Rage/Amoebic_Ensemble_-_07_-_Repetitive_Motion_Sickness.mp3,"[{'genre_id': '4', 'genre_title': 'Jazz', 'genre_url': 'http://freemusicarchive.org/genre/Jazz/'}]",https://freemusicarchive.org/file/images/albums/Amoebic_Ensemble_-_Limbic_Rage_-_2009113011816264.jpg,,0,930,en,766,,7,,Repetitive Motion Sickness,http://freemusicarchive.org/music/Amoebic_Ensemble/Limbic_Rage/Repetitive_Motion_Sickness
21,67,Two Gong/Wire Pieces,http://freemusicarchive.org/music/Andy_Hayleck/Two_GongWire_Pieces/,58,Andy Hayleck,http://freemusicarchive.org/music/Andy_Hayleck/,http://www.ehserecords.com/ehse006.html,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,[],287639,0,,,,11/26/2008 01:44:34 AM,1/01/06,1,988,Radio-Safe,,1,music/WFMU/Andy_Hayleck/Two_GongWire_Pieces/Andy_Hayleck_-_02_-_Outside_the_window_bees_buzzed.mp3,"[{'genre_id': '1', 'genre_title': 'Avant-Garde', 'genre_url': 'http://freemusicarchive.org/genre/Avant-Garde/'}]",https://freemusicarchive.org/file/images/albums/Andy_Hayleck_-_Two_GongWire_Pieces_-_2009113011822661.jpg,,0,1103,en,453,,2,,Outside the window bees buzzed...,http://freemusicarchive.org/music/Andy_Hayleck/Two_GongWire_Pieces/Outside_the_window_bees_buzzed
22,67,Two Gong/Wire Pieces,http://freemusicarchive.org/music/Andy_Hayleck/Two_GongWire_Pieces/,58,Andy Hayleck,http://freemusicarchive.org/music/Andy_Hayleck/,http://www.ehserecords.com/ehse006.html,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,[],282817,0,,,,11/26/2008 01:44:45 AM,1/01/06,1,1182,Radio-Safe,,0,music/WFMU/Andy_Hayleck/Two_GongWire_Pieces/Andy_Hayleck_-_01_-__listening_to_the_sunshine_burn_the_grass.mp3,"[{'genre_id': '1', 'genre_title': 'Avant-Garde', 'genre_url': 'http://freemusicarchive.org/genre/Avant-Garde/'}]",https://freemusicarchive.org/file/images/albums/Andy_Hayleck_-_Two_GongWire_Pieces_-_2009113011822661.jpg,,0,1071,en,407,,1,,... listening to the sunshine burn the grass,http://freemusicarchive.org/music/Andy_Hayleck/Two_GongWire_Pieces/_listening_to_the_sunshine_burn_the_grass
23,68,Make Them Suffer,http://freemusicarchive.org/music/Animal_Writes/Make_Them_Suffer/,59,Animal Writes,http://freemusicarchive.org/music/Animal_Writes/,http://www.myspace.com/awrites,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,[],192000,0,,,,11/26/2008 01:44:55 AM,,1,192,,,0,music/WFMU/Animal_Writes/Make_Them_Suffer/Animal_Writes_-_04_-_Untitled_04.mp3,"[{'genre_id': '25', 'genre_title': 'Punk', 'genre_url': 'http://freemusicarchive.org/genre/Punk/'}]",https://freemusicarchive.org/file/images/albums/Animal_Writes_-_Make_Them_Suffer_-_2009113011828070.jpg,,0,701,en,148,,4,,Untitled 04,http://freemusicarchive.org/music/Animal_Writes/Make_Them_Suffer/Untitled_04
24,68,Make Them Suffer,http://freemusicarchive.org/music/Animal_Writes/Make_Them_Suffer/,59,Animal Writes,http://freemusicarchive.org/music/Animal_Writes/,http://www.myspace.com/awrites,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,[],192000,0,,,,11/26/2008 01:44:58 AM,,1,193,,,0,music/WFMU/Animal_Writes/Make_Them_Suffer/Animal_Writes_-_11_-_Untitled_11.mp3,"[{'genre_id': '25', 'genre_title': 'Punk', 'genre_url': 'http://freemusicarchive.org/genre/Punk/'}]",https://freemusicarchive.org/file/images/albums/Animal_Writes_-_Make_Them_Suffer_-_2009113011828070.jpg,,0,637,en,98,,11,,Untitled 11,http://freemusicarchive.org/music/Animal_Writes/Make_Them_Suffer/Untitled_11_1
25,979,Live at WFMU on Liz Berg's Show on 9/29/2008,http://freemusicarchive.org/music/Antiguo_Automata_Mexicano/Live_at_WFMU_on_Liz_Bergs_Show_on_9292008/,413,Antiguo Automata Mexicano,http://freemusicarchive.org/music/Antiguo_Automata_Mexicano/,http://www.myspace.com/aammusic,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,[],256000,0,,,,2008,12/04/08,1,404,,,3,music/WFMU/Antiguo_Automata_Mexicano/Live_at_WFMU_on_Liz_Bergs_Show_on_9292008/Antiguo_Automata_Mexicano_-_01_-_Minimal_Martini.mp3,"[{'genre_id': '15', 'genre_title': 'Electronic', 'genre_url': 'http://freemusicarchive.org/genre/Electronic/'}]",https://freemusicarchive.org/file/images/artists/Antiguo_Automata_Mexicano_-_20110215145403694.jpg,,0,3701,en,1283,,1,,Minimal Martini,http://freemusicarchive.org/music/Antiguo_Automata_Mexicano/Live_at_WFMU_on_Liz_Bergs_Show_on_9292008/Minimal_Martini
